ID,STATE_NAME,COUNTY,CITY,LATITUDE,LONGITUDE
1816,California,"Santa Barbara",Buellton,34.62093,-120.192233
1867,California,"Santa Barbara",Carpinteria,34.403589,-119.518257
1870,California,"Santa Barbara",Casmalia,34.838056,-120.530278
2106,California,"Santa Barbara",Goleta,34.4901,-120.0384
2127,California,"Santa Barbara",Guadalupe,34.959989,-120.570329
2296,California,"Santa Barbara",Lompoc,34.658349,-120.450605
2303,California,"Santa Barbara","Los Alamos",34.744444,-120.277222
2310,California,"Santa Barbara","Los Olivos",34.667778,-120.113889
2422,California,"Santa Barbara","New Cuyama",34.996709,-119.823806
2674,California,"Santa Barbara","Santa Barbara",34.419668,-119.70782
2680,California,"Santa Barbara","Santa Maria",34.954538,-120.43245
2685,California,"Santa Barbara","Santa Ynez",34.623966,-120.071332
2725,California,"Santa Barbara",Solvang,34.609931,-120.129286
2763,California,"Santa Barbara",Summerland,34.424541,-119.596016
